Precursor Name, Precursor Formula, Precursor Adduct, Precursor Charge
H11N6F4,C151O102N9H251,[M+H2],2
H11N6F4,C151O102N9H251,[M+H3],3
H11N6S1,C138O94N10H228,[M+H1],1
H11N6S1,C138O94N10H228,[M+H2],2
H11N6S1,C138O94N10H228,[M+H3],3
H11N6S1F1,C144O98N10H238,[M+H1],1
H11N6S1F1,C144O98N10H238,[M+H2],2
H11N6S1F1,C144O98N10H238,[M+H3],3
H11N6S1F2,C150O102N10H248,[M+H1],1
H11N6S1F2,C150O102N10H248,[M+H2],2
H11N6S1F2,C150O102N10H248,[M+H3],3
H11N6S1F3,C156O106N10H258,[M+H1],1
H11N6S1F3,C156O106N10H258,[M+H2],2
H11N6S1F3,C156O106N10H258,[M+H3],3
H11N6S1F4,C162O110N10H268,[M+H1],1
H11N6S1F4,C162O110N10H268,[M+H2],2
H11N6S1F4,C162O110N10H268,[M+H3],3
H11N6S2,C149O102N11H245,[M+H1],1
H11N6S2,C149O102N11H245,[M+H2],2
H11N6S2,C149O102N11H245,[M+H3],3
H11N6S2F1,C155O106N11H255,[M+H1],1
H11N6S2F1,C155O106N11H255,[M+H2],2
H11N6S2F1,C155O106N11H255,[M+H3],3
H11N6S2F2,C161O110N11H265,[M+H1],1
H11N6S2F2,C161O110N11H265,[M+H2],2
H11N6S2F2,C161O110N11H265,[M+H3],3
H11N6S2F3,C167O114N11H275,[M+H1],1
H11N6S2F3,C167O114N11H275,[M+H2],2
H11N6S2F3,C167O114N11H275,[M+H3],3
H11N6S3,C160O110N12H262,[M+H1],1
H11N6S3,C160O110N12H262,[M+H2],2
H11N6S3,C160O110N12H262,[M+H3],3
H11N6S3F1,C166O114N12H272,[M+H1],1
H11N6S3F1,C166O114N12H272,[M+H2],2
H11N6S3F1,C166O114N12H272,[M+H3],3
H11N6S3F2,C172O118N12H282,[M+H1],1
H11N6S3F2,C172O118N12H282,[M+H2],2
H11N6S3F2,C172O118N12H282,[M+H3],3
H11N6S4,C171O118N13H279,[M+H1],1
H11N6S4,C171O118N13H279,[M+H2],2
H11N6S4,C171O118N13H279,[M+H3],3
H11N6S4F1,C177O122N13H289,[M+H1],1
H11N6S4F1,C177O122N13H289,[M+H2],2
H11N6S4F1,C177O122N13H289,[M+H3],3
H11N7,C135O91N10H224,[M+H1],1
H11N7,C135O91N10H224,[M+H2],2
H11N7,C135O91N10H224,[M+H3],3
H11N7F1,C141O95N10H234,[M+H1],1
H11N7F1,C141O95N10H234,[M+H2],2
H11N7F1,C141O95N10H234,[M+H3],3
H11N7F2,C147O99N10H244,[M+H1],1
H11N7F2,C147O99N10H244,[M+H2],2
H11N7F2,C147O99N10H244,[M+H3],3
H11N7F3,C153O103N10H254,[M+H1],1
H11N7F3,C153O103N10H254,[M+H2],2
H11N7F3,C153O103N10H254,[M+H3],3
H11N7F4,C159O107N10H264,[M+H1],1
H11N7F4,C159O107N10H264,[M+H2],2
H11N7F4,C159O107N10H264,[M+H3],3
H11N7S1,C146O99N11H241,[M+H1],1
H11N7S1,C146O99N11H241,[M+H2],2
H11N7S1,C146O99N11H241,[M+H3],3
H11N7S1F1,C152O103N11H251,[M+H1],1
H11N7S1F1,C152O103N11H251,[M+H2],2
H11N7S1F1,C152O103N11H251,[M+H3],3
H11N7S1F2,C158O107N11H261,[M+H1],1
H11N7S1F2,C158O107N11H261,[M+H2],2
H11N7S1F2,C158O107N11H261,[M+H3],3
H11N7S1F3,C164O111N11H271,[M+H1],1
H11N7S1F3,C164O111N11H271,[M+H2],2
H11N7S1F3,C164O111N11H271,[M+H3],3
H11N7S2,C157O107N12H258,[M+H1],1
H11N7S2,C157O107N12H258,[M+H2],2
H11N7S2,C157O107N12H258,[M+H3],3
H11N7S2F1,C163O111N12H268,[M+H1],1
H11N7S2F1,C163O111N12H268,[M+H2],2
H11N7S2F1,C163O111N12H268,[M+H3],3
H11N7S2F2,C169O115N12H278,[M+H1],1
H11N7S2F2,C169O115N12H278,[M+H2],2
H11N7S2F2,C169O115N12H278,[M+H3],3
H11N7S3,C168O115N13H275,[M+H1],1
H11N7S3,C168O115N13H275,[M+H2],2
H11N7S3,C168O115N13H275,[M+H3],3
H11N7S3F1,C174O119N13H285,[M+H1],1
H11N7S3F1,C174O119N13H285,[M+H2],2
H11N7S3F1,C174O119N13H285,[M+H3],3
H11N7S4,C179O123N14H292,[M+H1],1
H11N7S4,C179O123N14H292,[M+H2],2
H11N7S4,C179O123N14H292,[M+H3],3
H11N8,C143O96N11H237,[M+H1],1
H11N8,C143O96N11H237,[M+H2],2
H11N8,C143O96N11H237,[M+H3],3
H11N8F1,C149O100N11H247,[M+H1],1
H11N8F1,C149O100N11H247,[M+H2],2
H11N8F1,C149O100N11H247,[M+H3],3
H11N8F2,C155O104N11H257,[M+H1],1
H11N8F2,C155O104N11H257,[M+H2],2
H11N8F2,C155O104N11H257,[M+H3],3
H11N8F3,C161O108N11H267,[M+H1],1
H11N8F3,C161O108N11H267,[M+H2],2
H11N8F3,C161O108N11H267,[M+H3],3
H11N8S1,C154O104N12H254,[M+H1],1
H11N8S1,C154O104N12H254,[M+H2],2
H11N8S1,C154O104N12H254,[M+H3],3
H11N8S1F1,C160O108N12H264,[M+H1],1
H11N8S1F1,C160O108N12H264,[M+H2],2
H11N8S1F1,C160O108N12H264,[M+H3],3
H11N8S1F2,C166O112N12H274,[M+H1],1
H11N8S1F2,C166O112N12H274,[M+H2],2
H11N8S1F2,C166O112N12H274,[M+H3],3
H11N8S2,C165O112N13H271,[M+H1],1
H11N8S2,C165O112N13H271,[M+H2],2
H11N8S2,C165O112N13H271,[M+H3],3
H11N8S2F1,C171O116N13H281,[M+H1],1
H11N8S2F1,C171O116N13H281,[M+H2],2
H11N8S2F1,C171O116N13H281,[M+H3],3
H11N8S3,C176O120N14H288,[M+H1],1
H11N8S3,C176O120N14H288,[M+H2],2
H11N8S3,C176O120N14H288,[M+H3],3
H11N9,C151O101N12H250,[M+H1],1
H11N9,C151O101N12H250,[M+H2],2
H11N9,C151O101N12H250,[M+H3],3
H11N9F1,C157O105N12H260,[M+H1],1
H11N9F1,C157O105N12H260,[M+H2],2
H11N9F1,C157O105N12H260,[M+H3],3
H11N9F2,C163O109N12H270,[M+H1],1
H11N9F2,C163O109N12H270,[M+H2],2
H11N9F2,C163O109N12H270,[M+H3],3
H11N9S1,C162O109N13H267,[M+H1],1
H11N9S1,C162O109N13H267,[M+H2],2
H11N9S1,C162O109N13H267,[M+H3],3
H11N9S1F1,C168O113N13H277,[M+H1],1
H11N9S1F1,C168O113N13H277,[M+H2],2
H11N9S1F1,C168O113N13H277,[M+H3],3
H11N9S2,C173O117N14H284,[M+H1],1
H11N9S2,C173O117N14H284,[M+H2],2
H11N9S2,C173O117N14H284,[M+H3],3
H12N10,C165O111N13H273,[M+H1],1
H12N10,C165O111N13H273,[M+H2],2
H12N10,C165O111N13H273,[M+H3],3
H12N2,C101O71N5H169,[M+H1],1
H12N2,C101O71N5H169,[M+H2],2
H12N2,C101O71N5H169,[M+H3],3
H12N2F1,C107O75N5H179,[M+H1],1
H12N2F1,C107O75N5H179,[M+H2],2
H12N2F1,C107O75N5H179,[M+H3],3
H12N3,C109O76N6H182,[M+H1],1
H12N3,C109O76N6H182,[M+H2],2
H12N3,C109O76N6H182,[M+H3],3
H12N3F1,C115O80N6H192,[M+H1],1
H12N3F1,C115O80N6H192,[M+H2],2
H12N3F1,C115O80N6H192,[M+H3],3
H12N3F2,C121O84N6H202,[M+H1],1
H12N3F2,C121O84N6H202,[M+H2],2
H12N3F2,C121O84N6H202,[M+H3],3
H12N3S1,C120O84N7H199,[M+H1],1
H12N3S1,C120O84N7H199,[M+H2],2
H12N3S1,C120O84N7H199,[M+H3],3
H12N3S1F1,C126O88N7H209,[M+H1],1
H12N3S1F1,C126O88N7H209,[M+H2],2
H12N3S1F1,C126O88N7H209,[M+H3],3
H12N3S1F2,C132O92N7H219,[M+H1],1
H12N3S1F2,C132O92N7H219,[M+H2],2
H12N3S1F2,C132O92N7H219,[M+H3],3
H12N3S2,C131O92N8H216,[M+H1],1
H12N3S2,C131O92N8H216,[M+H2],2
H12N3S2,C131O92N8H216,[M+H3],3
H12N3S2F1,C137O96N8H226,[M+H1],1
H12N3S2F1,C137O96N8H226,[M+H2],2
H12N3S2F1,C137O96N8H226,[M+H3],3
H12N3S2F2,C143O100N8H236,[M+H1],1
H12N3S2F2,C143O100N8H236,[M+H2],2
H12N3S2F2,C143O100N8H236,[M+H3],3
H12N4,C117O81N7H195,[M+H1],1
H12N4,C117O81N7H195,[M+H2],2
H12N4,C117O81N7H195,[M+H3],3
H12N4F1,C123O85N7H205,[M+H1],1
H12N4F1,C123O85N7H205,[M+H2],2
H12N4F1,C123O85N7H205,[M+H3],3
H12N4F2,C129O89N7H215,[M+H1],1
H12N4F2,C129O89N7H215,[M+H2],2
H12N4F2,C129O89N7H215,[M+H3],3
H12N4F3,C135O93N7H225,[M+H1],1
H12N4F3,C135O93N7H225,[M+H2],2
H12N4F3,C135O93N7H225,[M+H3],3
H12N4S1,C128O89N8H212,[M+H1],1
H12N4S1,C128O89N8H212,[M+H2],2
H12N4S1,C128O89N8H212,[M+H3],3
H12N4S1F1,C134O93N8H222,[M+H1],1
H12N4S1F1,C134O93N8H222,[M+H2],2
H12N4S1F1,C134O93N8H222,[M+H3],3
H12N4S1F2,C140O97N8H232,[M+H1],1
H12N4S1F2,C140O97N8H232,[M+H2],2
H12N4S1F2,C140O97N8H232,[M+H3],3
H12N4S1F3,C146O101N8H242,[M+H1],1
H12N4S1F3,C146O101N8H242,[M+H2],2
H12N4S1F3,C146O101N8H242,[M+H3],3
H12N4S2,C139O97N9H229,[M+H1],1
H12N4S2,C139O97N9H229,[M+H2],2
H12N4S2,C139O97N9H229,[M+H3],3
H12N4S2F1,C145O101N9H239,[M+H1],1
H12N4S2F1,C145O101N9H239,[M+H2],2
H12N4S2F1,C145O101N9H239,[M+H3],3
H12N4S2F2,C151O105N9H249,[M+H1],1
H12N4S2F2,C151O105N9H249,[M+H2],2
H12N4S2F2,C151O105N9H249,[M+H3],3
H12N4S2F3,C157O109N9H259,[M+H1],1
H12N4S2F3,C157O109N9H259,[M+H2],2
H12N4S2F3,C157O109N9H259,[M+H3],3
H12N4S3,C150O105N10H246,[M+H1],1
H12N4S3,C150O105N10H246,[M+H2],2
H12N4S3,C150O105N10H246,[M+H3],3
H12N4S3F1,C156O109N10H256,[M+H1],1
H12N4S3F1,C156O109N10H256,[M+H2],2
H12N4S3F1,C156O109N10H256,[M+H3],3
H12N4S3F2,C162O113N10H266,[M+H1],1
H12N4S3F2,C162O113N10H266,[M+H2],2
H12N4S3F2,C162O113N10H266,[M+H3],3
H12N4S3F3,C168O117N10H276,[M+H1],1
H12N4S3F3,C168O117N10H276,[M+H2],2
H12N4S3F3,C168O117N10H276,[M+H3],3
H12N4S4,C161O113N11H263,[M+H1],1
H12N4S4,C161O113N11H263,[M+H2],2
H12N4S4,C161O113N11H263,[M+H3],3
H12N4S4F1,C167O117N11H273,[M+H1],1
H12N4S4F1,C167O117N11H273,[M+H2],2
H12N4S4F1,C167O117N11H273,[M+H3],3
H12N4S4F2,C173O121N11H283,[M+H1],1
H12N4S4F2,C173O121N11H283,[M+H2],2
H12N4S4F2,C173O121N11H283,[M+H3],3
H12N5,C125O86N8H208,[M+H1],1
H12N5,C125O86N8H208,[M+H2],2
H12N5,C125O86N8H208,[M+H3],3
H12N5F1,C131O90N8H218,[M+H1],1
H12N5F1,C131O90N8H218,[M+H2],2
H12N5F1,C131O90N8H218,[M+H3],3
H12N5F2,C137O94N8H228,[M+H1],1
H12N5F2,C137O94N8H228,[M+H2],2
H12N5F2,C137O94N8H228,[M+H3],3
H12N5F3,C143O98N8H238,[M+H1],1
H12N5F3,C143O98N8H238,[M+H2],2
H12N5F3,C143O98N8H238,[M+H3],3
H12N5F4,C149O102N8H248,[M+H1],1
H12N5F4,C149O102N8H248,[M+H2],2
H12N5F4,C149O102N8H248,[M+H3],3
H12N5S1,C136O94N9H225,[M+H1],1
H12N5S1,C136O94N9H225,[M+H2],2
H12N5S1,C136O94N9H225,[M+H3],3
H12N5S1F1,C142O98N9H235,[M+H1],1
H12N5S1F1,C142O98N9H235,[M+H2],2
H12N5S1F1,C142O98N9H235,[M+H3],3
H12N5S1F2,C148O102N9H245,[M+H1],1
H12N5S1F2,C148O102N9H245,[M+H2],2
H12N5S1F2,C148O102N9H245,[M+H3],3
H12N5S1F3,C154O106N9H255,[M+H1],1
H12N5S1F3,C154O106N9H255,[M+H2],2
H12N5S1F3,C154O106N9H255,[M+H3],3
H12N5S1F4,C160O110N9H265,[M+H1],1
H12N5S1F4,C160O110N9H265,[M+H2],2
H12N5S1F4,C160O110N9H265,[M+H3],3
H12N5S2,C147O102N10H242,[M+H1],1
H12N5S2,C147O102N10H242,[M+H2],2
H12N5S2,C147O102N10H242,[M+H3],3
H12N5S2F1,C153O106N10H252,[M+H1],1
H12N5S2F1,C153O106N10H252,[M+H2],2
H12N5S2F1,C153O106N10H252,[M+H3],3
H12N5S2F2,C159O110N10H262,[M+H1],1
H12N5S2F2,C159O110N10H262,[M+H2],2
H12N5S2F2,C159O110N10H262,[M+H3],3
H12N5S2F3,C165O114N10H272,[M+H1],1
H12N5S2F3,C165O114N10H272,[M+H2],2
H12N5S2F3,C165O114N10H272,[M+H3],3
H12N5S3,C158O110N11H259,[M+H1],1
H12N5S3,C158O110N11H259,[M+H2],2
H12N5S3,C158O110N11H259,[M+H3],3
H12N5S3F1,C164O114N11H269,[M+H1],1
H12N5S3F1,C164O114N11H269,[M+H2],2
H12N5S3F1,C164O114N11H269,[M+H3],3
H12N5S3F2,C170O118N11H279,[M+H1],1
H12N5S3F2,C170O118N11H279,[M+H2],2
H12N5S3F2,C170O118N11H279,[M+H3],3
H12N5S4,C169O118N12H276,[M+H1],1
H12N5S4,C169O118N12H276,[M+H2],2
H12N5S4,C169O118N12H276,[M+H3],3
H12N5S4F1,C175O122N12H286,[M+H1],1
H12N5S4F1,C175O122N12H286,[M+H2],2
H12N5S4F1,C175O122N12H286,[M+H3],3
H12N6,C133O91N9H221,[M+H1],1
H12N6,C133O91N9H221,[M+H2],2
H12N6,C133O91N9H221,[M+H3],3
H12N6F1,C139O95N9H231,[M+H1],1
H12N6F1,C139O95N9H231,[M+H2],2
H12N6F1,C139O95N9H231,[M+H3],3
H12N6F2,C145O99N9H241,[M+H1],1
H12N6F2,C145O99N9H241,[M+H2],2
H12N6F2,C145O99N9H241,[M+H3],3
H12N6F3,C151O103N9H251,[M+H1],1
H12N6F3,C151O103N9H251,[M+H2],2
H12N6F3,C151O103N9H251,[M+H3],3
H12N6F4,C157O107N9H261,[M+H1],1
H12N6F4,C157O107N9H261,[M+H2],2
H12N6F4,C157O107N9H261,[M+H3],3
H12N6S1,C144O99N10H238,[M+H1],1
H12N6S1,C144O99N10H238,[M+H2],2
H12N6S1,C144O99N10H238,[M+H3],3
H12N6S1F1,C150O103N10H248,[M+H1],1
H12N6S1F1,C150O103N10H248,[M+H2],2
H12N6S1F1,C150O103N10H248,[M+H3],3
H12N6S1F2,C156O107N10H258,[M+H1],1
H12N6S1F2,C156O107N10H258,[M+H2],2
H12N6S1F2,C156O107N10H258,[M+H3],3
H12N6S1F3,C162O111N10H268,[M+H1],1
H12N6S1F3,C162O111N10H268,[M+H2],2
H12N6S1F3,C162O111N10H268,[M+H3],3
H12N6S2,C155O107N11H255,[M+H1],1
H12N6S2,C155O107N11H255,[M+H2],2
H12N6S2,C155O107N11H255,[M+H3],3
H12N6S2F1,C161O111N11H265,[M+H1],1
H12N6S2F1,C161O111N11H265,[M+H2],2
H12N6S2F1,C161O111N11H265,[M+H3],3
H12N6S2F2,C167O115N11H275,[M+H1],1
H12N6S2F2,C167O115N11H275,[M+H2],2
H12N6S2F2,C167O115N11H275,[M+H3],3
H12N6S3,C166O115N12H272,[M+H1],1
H12N6S3,C166O115N12H272,[M+H2],2
H12N6S3,C166O115N12H272,[M+H3],3
H12N6S3F1,C172O119N12H282,[M+H1],1
H12N6S3F1,C172O119N12H282,[M+H2],2
H12N6S3F1,C172O119N12H282,[M+H3],3
H12N6S4,C177O123N13H289,[M+H1],1
H12N6S4,C177O123N13H289,[M+H2],2
H12N6S4,C177O123N13H289,[M+H3],3
H12N7,C141O96N10H234,[M+H1],1
H12N7,C141O96N10H234,[M+H2],2
H12N7,C141O96N10H234,[M+H3],3
H12N7F1,C147O100N10H244,[M+H1],1
H12N7F1,C147O100N10H244,[M+H2],2
H12N7F1,C147O100N10H244,[M+H3],3
H12N7F2,C153O104N10H254,[M+H1],1
H12N7F2,C153O104N10H254,[M+H2],2
H12N7F2,C153O104N10H254,[M+H3],3
H12N7F3,C159O108N10H264,[M+H1],1
H12N7F3,C159O108N10H264,[M+H2],2
H12N7F3,C159O108N10H264,[M+H3],3
H12N7S1,C152O104N11H251,[M+H1],1
H12N7S1,C152O104N11H251,[M+H2],2
H12N7S1,C152O104N11H251,[M+H3],3
H12N7S1F1,C158O108N11H261,[M+H1],1
H12N7S1F1,C158O108N11H261,[M+H2],2
H12N7S1F1,C158O108N11H261,[M+H3],3
H12N7S1F2,C164O112N11H271,[M+H1],1
H12N7S1F2,C164O112N11H271,[M+H2],2
H12N7S1F2,C164O112N11H271,[M+H3],3
H12N7S2,C163O112N12H268,[M+H1],1
H12N7S2,C163O112N12H268,[M+H2],2
H12N7S2,C163O112N12H268,[M+H3],3
H12N7S2F1,C169O116N12H278,[M+H1],1
H12N7S2F1,C169O116N12H278,[M+H2],2
H12N7S2F1,C169O116N12H278,[M+H3],3
H12N7S3,C174O120N13H285,[M+H1],1
H12N7S3,C174O120N13H285,[M+H2],2
H12N7S3,C174O120N13H285,[M+H3],3
H12N8,C149O101N11H247,[M+H1],1
H12N8,C149O101N11H247,[M+H2],2
H12N8,C149O101N11H247,[M+H3],3
H12N8F1,C155O105N11H257,[M+H1],1
H12N8F1,C155O105N11H257,[M+H2],2
H12N8F1,C155O105N11H257,[M+H3],3
H12N8F2,C161O109N11H267,[M+H1],1
H12N8F2,C161O109N11H267,[M+H2],2
H12N8F2,C161O109N11H267,[M+H3],3
H12N8S1,C160O109N12H264,[M+H1],1
H12N8S1,C160O109N12H264,[M+H2],2
H12N8S1,C160O109N12H264,[M+H3],3
H12N8S1F1,C166O113N12H274,[M+H1],1
H12N8S1F1,C166O113N12H274,[M+H2],2
H12N8S1F1,C166O113N12H274,[M+H3],3
H12N8S2,C171O117N13H281,[M+H1],1
H12N8S2,C171O117N13H281,[M+H2],2
H12N8S2,C171O117N13H281,[M+H3],3
H12N9,C157O106N12H260,[M+H1],1
H12N9,C157O106N12H260,[M+H2],2
H12N9,C157O106N12H260,[M+H3],3
H12N9F1,C163O110N12H270,[M+H1],1
H12N9F1,C163O110N12H270,[M+H2],2
H12N9F1,C163O110N12H270,[M+H3],3
H12N9S1,C168O114N13H277,[M+H1],1
H12N9S1,C168O114N13H277,[M+H2],2
H12N9S1,C168O114N13H277,[M+H3],3
H2N10,C105O61N13H173,[M+H1],1
H2N10,C105O61N13H173,[M+H2],2
H2N10,C105O61N13H173,[M+H3],3
H2N10F1,C111O65N13H183,[M+H1],1
H2N10F1,C111O65N13H183,[M+H2],2
H2N10F1,C111O65N13H183,[M+H3],3
H2N10F2,C117O69N13H193,[M+H1],1
H2N10F2,C117O69N13H193,[M+H2],2
H2N10F2,C117O69N13H193,[M+H3],3
H2N10F3,C123O73N13H203,[M+H1],1
H2N10F3,C123O73N13H203,[M+H2],2
H2N10F3,C123O73N13H203,[M+H3],3
H2N10F4,C129O77N13H213,[M+H1],1
H2N10F4,C129O77N13H213,[M+H2],2
H2N10F4,C129O77N13H213,[M+H3],3
H2N2,C41O21N5H69,[M+H1],1
H2N2,C41O21N5H69,[M+H2],2
H2N2,C41O21N5H69,[M+H3],3
H2N2F1,C47O25N5H79,[M+H1],1
H2N2F1,C47O25N5H79,[M+H2],2
H2N2F1,C47O25N5H79,[M+H3],3
H2N3,C49O26N6H82,[M+H1],1
H2N3,C49O26N6H82,[M+H2],2
H2N3,C49O26N6H82,[M+H3],3
H2N3F1,C55O30N6H92,[M+H1],1
H2N3F1,C55O30N6H92,[M+H2],2
H2N3F1,C55O30N6H92,[M+H3],3
H2N3F2,C61O34N6H102,[M+H1],1
H2N3F2,C61O34N6H102,[M+H2],2
H2N3F2,C61O34N6H102,[M+H3],3
H2N4,C57O31N7H95,[M+H1],1
H2N4,C57O31N7H95,[M+H2],2
H2N4,C57O31N7H95,[M+H3],3
H2N4F1,C63O35N7H105,[M+H1],1
H2N4F1,C63O35N7H105,[M+H2],2
H2N4F1,C63O35N7H105,[M+H3],3
H2N4F2,C69O39N7H115,[M+H1],1
H2N4F2,C69O39N7H115,[M+H2],2
H2N4F2,C69O39N7H115,[M+H3],3
H2N4F3,C75O43N7H125,[M+H1],1
H2N4F3,C75O43N7H125,[M+H2],2
H2N4F3,C75O43N7H125,[M+H3],3
H2N5,C65O36N8H108,[M+H1],1
H2N5,C65O36N8H108,[M+H2],2
H2N5,C65O36N8H108,[M+H3],3
H2N5F1,C71O40N8H118,[M+H1],1
H2N5F1,C71O40N8H118,[M+H2],2
H2N5F1,C71O40N8H118,[M+H3],3
H2N5F2,C77O44N8H128,[M+H1],1
H2N5F2,C77O44N8H128,[M+H2],2
H2N5F2,C77O44N8H128,[M+H3],3
H2N5F3,C83O48N8H138,[M+H1],1
H2N5F3,C83O48N8H138,[M+H2],2
H2N5F3,C83O48N8H138,[M+H3],3
H2N5F4,C89O52N8H148,[M+H1],1
H2N5F4,C89O52N8H148,[M+H2],2
H2N5F4,C89O52N8H148,[M+H3],3
H2N6,C73O41N9H121,[M+H1],1
H2N6,C73O41N9H121,[M+H2],2
H2N6,C73O41N9H121,[M+H3],3
H2N6F1,C79O45N9H131,[M+H1],1
H2N6F1,C79O45N9H131,[M+H2],2
H2N6F1,C79O45N9H131,[M+H3],3
H2N6F2,C85O49N9H141,[M+H1],1
H2N6F2,C85O49N9H141,[M+H2],2
H2N6F2,C85O49N9H141,[M+H3],3
H2N6F3,C91O53N9H151,[M+H1],1
H2N6F3,C91O53N9H151,[M+H2],2
H2N6F3,C91O53N9H151,[M+H3],3
H2N6F4,C97O57N9H161,[M+H1],1
H2N6F4,C97O57N9H161,[M+H2],2
H2N6F4,C97O57N9H161,[M+H3],3
H2N7,C81O46N10H134,[M+H1],1
H2N7,C81O46N10H134,[M+H2],2
H2N7,C81O46N10H134,[M+H3],3
H2N7F1,C87O50N10H144,[M+H1],1
H2N7F1,C87O50N10H144,[M+H2],2
H2N7F1,C87O50N10H144,[M+H3],3
H2N7F2,C93O54N10H154,[M+H1],1
H2N7F2,C93O54N10H154,[M+H2],2
H2N7F2,C93O54N10H154,[M+H3],3
H2N7F3,C99O58N10H164,[M+H1],1
H2N7F3,C99O58N10H164,[M+H2],2
H2N7F3,C99O58N10H164,[M+H3],3
H2N7F4,C105O62N10H174,[M+H1],1
H2N7F4,C105O62N10H174,[M+H2],2
H2N7F4,C105O62N10H174,[M+H3],3
H2N8,C89O51N11H147,[M+H1],1
H2N8,C89O51N11H147,[M+H2],2
H2N8,C89O51N11H147,[M+H3],3
H2N8F1,C95O55N11H157,[M+H1],1
H2N8F1,C95O55N11H157,[M+H2],2
H2N8F1,C95O55N11H157,[M+H3],3
H2N8F2,C101O59N11H167,[M+H1],1
H2N8F2,C101O59N11H167,[M+H2],2
H2N8F2,C101O59N11H167,[M+H3],3
H2N8F3,C107O63N11H177,[M+H1],1
H2N8F3,C107O63N11H177,[M+H2],2
H2N8F3,C107O63N11H177,[M+H3],3
H2N8F4,C113O67N11H187,[M+H1],1
H2N8F4,C113O67N11H187,[M+H2],2
H2N8F4,C113O67N11H187,[M+H3],3
H2N9,C97O56N12H160,[M+H1],1
H2N9,C97O56N12H160,[M+H2],2
H2N9,C97O56N12H160,[M+H3],3
H2N9F1,C103O60N12H170,[M+H1],1
H2N9F1,C103O60N12H170,[M+H2],2
H2N9F1,C103O60N12H170,[M+H3],3
H2N9F2,C109O64N12H180,[M+H1],1
H2N9F2,C109O64N12H180,[M+H2],2
H2N9F2,C109O64N12H180,[M+H3],3
H2N9F3,C115O68N12H190,[M+H1],1
H2N9F3,C115O68N12H190,[M+H2],2
H2N9F3,C115O68N12H190,[M+H3],3
H2N9F4,C121O72N12H200,[M+H1],1
H2N9F4,C121O72N12H200,[M+H2],2
H2N9F4,C121O72N12H200,[M+H3],3
H3N10,C111O66N13H183,[M+H1],1
H3N10,C111O66N13H183,[M+H2],2
H3N10,C111O66N13H183,[M+H3],3
H3N10F1,C117O70N13H193,[M+H1],1
H3N10F1,C117O70N13H193,[M+H2],2
H3N10F1,C117O70N13H193,[M+H3],3
H3N10F2,C123O74N13H203,[M+H1],1
H3N10F2,C123O74N13H203,[M+H2],2
H3N10F2,C123O74N13H203,[M+H3],3
H3N10F3,C129O78N13H213,[M+H1],1
H3N10F3,C129O78N13H213,[M+H2],2
H3N10F3,C129O78N13H213,[M+H3],3
H3N10F4,C135O82N13H223,[M+H1],1
H3N10F4,C135O82N13H223,[M+H2],2
H3N10F4,C135O82N13H223,[M+H3],3
H3N10S1,C122O74N14H200,[M+H1],1
H3N10S1,C122O74N14H200,[M+H2],2
H3N10S1,C122O74N14H200,[M+H3],3
H3N10S1F1,C128O78N14H210,[M+H1],1
H3N10S1F1,C128O78N14H210,[M+H2],2
H3N10S1F1,C128O78N14H210,[M+H3],3
H3N10S1F2,C134O82N14H220,[M+H1],1
H3N10S1F2,C134O82N14H220,[M+H2],2
H3N10S1F2,C134O82N14H220,[M+H3],3
H3N10S1F3,C140O86N14H230,[M+H1],1
H3N10S1F3,C140O86N14H230,[M+H2],2
H3N10S1F3,C140O86N14H230,[M+H3],3
H3N10S1F4,C146O90N14H240,[M+H1],1
H3N10S1F4,C146O90N14H240,[M+H2],2
H3N10S1F4,C146O90N14H240,[M+H3],3
H3N2,C47O26N5H79,[M+H1],1
H3N2,C47O26N5H79,[M+H2],2
H3N2,C47O26N5H79,[M+H3],3
H3N2F1,C53O30N5H89,[M+H1],1
H3N2F1,C53O30N5H89,[M+H2],2
H3N2F1,C53O30N5H89,[M+H3],3
H3N3,C55O31N6H92,[M+H1],1
H3N3,C55O31N6H92,[M+H2],2
H3N3,C55O31N6H92,[M+H3],3
H3N3F1,C61O35N6H102,[M+H1],1
H3N3F1,C61O35N6H102,[M+H2],2
H3N3F1,C61O35N6H102,[M+H3],3
H3N3F2,C67O39N6H112,[M+H1],1
H3N3F2,C67O39N6H112,[M+H2],2
H3N3F2,C67O39N6H112,[M+H3],3
H3N3S1,C66O39N7H109,[M+H1],1
H3N3S1,C66O39N7H109,[M+H2],2
H3N3S1,C66O39N7H109,[M+H3],3
H3N3S1F1,C72O43N7H119,[M+H1],1
H3N3S1F1,C72O43N7H119,[M+H2],2
H3N3S1F1,C72O43N7H119,[M+H3],3
H3N3S1F2,C78O47N7H129,[M+H1],1
H3N3S1F2,C78O47N7H129,[M+H2],2
H3N3S1F2,C78O47N7H129,[M+H3],3
H3N4,C63O36N7H105,[M+H1],1
H3N4,C63O36N7H105,[M+H2],2
H3N4,C63O36N7H105,[M+H3],3
H3N4F1,C69O40N7H115,[M+H1],1
H3N4F1,C69O40N7H115,[M+H2],2
H3N4F1,C69O40N7H115,[M+H3],3
H3N4F2,C75O44N7H125,[M+H1],1
H3N4F2,C75O44N7H125,[M+H2],2
H3N4F2,C75O44N7H125,[M+H3],3
H3N4F3,C81O48N7H135,[M+H1],1
H3N4F3,C81O48N7H135,[M+H2],2
H3N4F3,C81O48N7H135,[M+H3],3
H3N4S1,C74O44N8H122,[M+H1],1
